Orthogroup	GCF_000002945.2_ASM294v3_protein	GCF_000146045.2_R64_protein	GCF_000213175.1_v2.0_protein
OG0001948	NP_593444.1	NP_015280.1	XP_009850778.1
OG0001949	NP_593445.1	NP_013108.1	XP_009850861.1
OG0001950	NP_593447.1	NP_010872.1	XP_009847356.1
OG0001951	NP_593448.1	NP_012220.3	XP_009854541.1
OG0001952	NP_593449.1, NP_596808.1		XP_009854429.1
OG0001953	NP_593450.2	NP_014784.1	XP_009850745.1
OG0001954	NP_593451.2	NP_009838.1	XP_009850604.1
OG0001955	NP_593456.1	NP_010585.3	XP_009854103.1
OG0001956	NP_593460.1	NP_076888.3	XP_009855060.1
OG0001957	NP_593466.1	NP_011272.1	XP_009857134.1
OG0001958	NP_593470.3	NP_012773.1	XP_009854885.1
OG0001959	NP_593474.1	NP_012123.1	XP_009850598.1
OG0001960	NP_593475.2	NP_012233.1	XP_009847937.1
OG0001961	NP_593477.1	NP_014042.1	XP_009848672.1
OG0001962	NP_593479.1	NP_011841.1	XP_009848121.1
OG0001963	NP_593480.1	NP_010606.1	XP_009847368.1
OG0001964	NP_593481.1	NP_011783.1	XP_009847404.1
OG0001965	NP_593482.1	NP_011342.1	XP_009847845.1
OG0001966	NP_593483.1	NP_011269.2	XP_009848562.1
OG0001967	NP_593490.1	NP_009788.3	XP_009847241.1
OG0001968	NP_593491.1	NP_013697.1	XP_009848634.1
OG0001969	NP_593495.1	NP_013955.1	XP_009853436.1
OG0001970	NP_593498.1	NP_013189.1	XP_009853403.1
OG0001971	NP_593503.1	NP_011925.1	XP_009848237.1
OG0001972	NP_593518.1	NP_012906.3	XP_009848384.1
OG0001973	NP_593520.1	NP_013847.1	XP_009848238.1
OG0001974	NP_593521.1	NP_010390.3	XP_009849713.1
OG0001975	NP_593523.1	NP_116582.1	XP_009850788.1
OG0001976	NP_593526.1	NP_013624.1	XP_009856266.1
OG0001977	NP_593529.3	NP_013343.1	XP_009849346.1
OG0001978	NP_593530.2	NP_013059.1	XP_009855837.1
OG0001979	NP_593535.1	NP_013793.1	XP_009851197.1
OG0001980	NP_593539.1	NP_013179.1	XP_009849065.1
OG0001981	NP_593540.1	NP_013013.2	XP_009847334.1
OG0001982	NP_593541.1	NP_012618.3	XP_009857328.1
OG0001983	NP_593544.1	NP_014543.1	XP_009847300.1
OG0001984	NP_593546.1	NP_012064.1	XP_009849105.1
OG0001985	NP_593547.2	NP_012651.1	XP_009848380.1
OG0001986	NP_593554.2	NP_011384.1	XP_009855951.1
OG0001987	NP_593555.1	NP_015088.1	XP_009855938.1
OG0001988	NP_593560.1	NP_013810.1	XP_009853891.1
OG0001989	NP_593567.1	NP_012410.1	XP_009847652.1
OG0001990	NP_593568.2	NP_011516.1	XP_009854443.1
OG0001991	NP_593574.2	NP_010114.1	XP_009847279.1
OG0001992	NP_593575.1	NP_012749.1	XP_009848020.1
OG0001993	NP_593578.1	NP_011865.1	XP_009849369.1
OG0001994	NP_593585.1	NP_014268.1	XP_009851201.1
OG0001995	NP_593586.1	NP_009392.2	XP_009850512.1
OG0001996	NP_593592.1	NP_010888.1	XP_009847962.1
OG0001997	NP_593593.1	NP_010458.3	XP_009849495.1
OG0001998	NP_593594.1	NP_010715.3	XP_009853398.1
OG0001999	NP_593595.1	NP_012158.1	XP_009853350.1
OG0002000	NP_593597.1		XP_009852067.1, XP_009855327.1
OG0002001	NP_593598.1	NP_012476.1	XP_009851786.1
OG0002002	NP_593604.1	NP_010361.3	XP_009848855.1
OG0002003	NP_593608.2	NP_011498.1	XP_009852180.1
OG0002004	NP_593611.1	NP_013292.1	XP_009856665.1
OG0002005	NP_593616.2	NP_012760.1	XP_009856725.1
OG0002006	NP_593619.3	NP_012230.3	XP_009855100.1
OG0002007	NP_593621.2	NP_010686.1	XP_009851774.1
OG0002008	NP_593622.1	NP_014866.3	XP_009851591.1
OG0002009	NP_593625.2	NP_012558.3	XP_009857316.1
OG0002010	NP_593630.1	NP_010091.2	XP_009852464.1
OG0002011	NP_593632.1	NP_012176.1	XP_009848002.1
OG0002012	NP_593634.1	NP_012535.3	XP_009854492.1
OG0002013	NP_593635.2	NP_013877.1	XP_009853595.1
OG0002014	NP_593637.1	NP_014284.1	XP_009856595.1
OG0002015	NP_593639.1	NP_009532.1	XP_009857331.1
OG0002016	NP_593640.1	NP_014980.3	XP_009856724.1
OG0002017	NP_593642.1	NP_014704.1	XP_009856332.1
OG0002018	NP_593644.1	NP_012667.1	XP_009854279.1
OG0002019	NP_593647.1	NP_013714.1	XP_009857322.1
OG0002020	NP_593648.2	NP_015450.1	XP_009856237.1
OG0002021	NP_593649.2	NP_011988.1	XP_009855946.1
OG0002022	NP_593650.1	NP_013954.1	XP_009856361.1
OG0002023	NP_593654.1	NP_013267.1	XP_009856414.1
OG0002024	NP_593655.2, NP_596216.3		XP_009857193.1
OG0002025	NP_593656.1, NP_596020.1		XP_009848335.1
OG0002026	NP_593657.2	NP_015465.1	XP_009848433.1
OG0002027	NP_593661.1	NP_009776.1	XP_009854630.1
OG0002028	NP_593669.1	NP_011320.3	XP_009853685.1
OG0002029	NP_593670.1	NP_012823.2	XP_009856323.1
OG0002030	NP_593671.1	NP_013287.1	XP_009853339.1
OG0002031	NP_593678.1	NP_010932.1	XP_009850310.1
OG0002032	NP_593681.1	NP_013698.1	XP_009852091.1
OG0002033	NP_593682.1	NP_012265.3	XP_009856268.1
OG0002034	NP_593684.1	NP_014327.1	XP_009852684.1
OG0002035	NP_593685.1	NP_010512.1	XP_009851972.1
OG0002036	NP_593686.1	NP_010514.3	XP_009852083.1
OG0002037	NP_593690.1	NP_014850.1	XP_009852149.1
OG0002038	NP_593691.1	NP_010992.1	XP_009857129.1
OG0002039	NP_593692.1	NP_012447.1	XP_009852064.1
OG0002040	NP_593695.1	NP_012482.1	XP_009856538.1
OG0002041	NP_593697.1	NP_009717.1	XP_009849581.1
OG0002042	NP_593699.1	NP_009810.3	XP_009852177.1
OG0002043	NP_593700.1	NP_015386.1	XP_009853198.1
OG0002044	NP_593702.2	NP_011939.2	XP_009848122.1
OG0002045	NP_593708.1	NP_015493.1	XP_009855391.1
OG0002046	NP_593710.1	NP_014217.1	XP_009857123.1
OG0002047	NP_593720.1	NP_012216.1	XP_009847343.1
OG0002048	NP_593722.1	NP_011748.3	XP_009856989.1
OG0002049	NP_593726.1	NP_011086.3	XP_009850571.1
OG0002050	NP_593727.1	NP_012202.1	XP_009852542.1
OG0002051	NP_593730.1	NP_014292.3	XP_009851127.1
OG0002052	NP_593739.2	NP_011273.1	XP_009849217.1
OG0002053	NP_593741.1	NP_014893.1	XP_009849496.1
OG0002054	NP_593749.1	NP_011062.1	XP_009850086.1
OG0002055	NP_593760.1	NP_014184.1	XP_009851956.1
OG0002056	NP_593761.2	NP_014186.1	XP_009851933.1
OG0002057	NP_593763.1	NP_014172.1	XP_009853335.1
OG0002058	NP_593764.1	NP_014548.1	XP_009853530.1
OG0002059	NP_593765.1	NP_012273.1	XP_009853529.1
OG0002060	NP_593768.1	NP_116658.1	XP_009852066.1
OG0002061	NP_593772.2	NP_015087.1	XP_009847077.1
OG0002062	NP_593775.1		XP_009848519.1, XP_009850775.1
OG0002063	NP_593776.1		XP_009847781.1, XP_009848411.1
OG0002064	NP_593777.1	NP_011489.1	XP_009851785.1
OG0002065	NP_593778.1	NP_009496.2	XP_009851928.1
OG0002066	NP_593779.1	NP_012203.1	XP_009851340.1
OG0002067	NP_593780.1	NP_014281.1	XP_009850568.1
OG0002068	NP_593783.1	NP_219496.2	XP_009856069.1
OG0002069	NP_593784.1	NP_011944.2	XP_009850108.1
OG0002070	NP_593785.1	NP_014324.3	XP_009847623.1
OG0002071	NP_593786.2	NP_014218.2	XP_009849449.1
OG0002072	NP_593787.1	NP_014403.3	XP_009854432.1
OG0002073	NP_593789.1	NP_012644.1	XP_009851251.1
OG0002074	NP_593792.1	NP_015419.1	XP_009851118.1
OG0002075	NP_593793.1	NP_010852.4	XP_009857037.1
OG0002076	NP_593795.1	NP_009403.1	XP_009854951.1
OG0002077	NP_593796.1	NP_011777.3	XP_009849208.1
OG0002078	NP_593799.1	NP_010868.1	XP_009855818.1
OG0002079	NP_593802.1	NP_010098.1	XP_009850172.1
OG0002080	NP_593804.1	NP_013215.1	XP_009849979.1
OG0002081	NP_593811.1	NP_009884.1	XP_009857180.1
OG0002082	NP_593814.1	NP_010003.2	XP_009852590.1
OG0002083	NP_593820.1	NP_010770.3	XP_009850660.1
OG0002084	NP_593823.1	NP_015093.1	XP_009849859.1
OG0002085	NP_593824.1	NP_012728.1	XP_009856078.1
OG0002086	NP_593825.1	NP_015428.1	XP_009856408.1
OG0002087	NP_593826.1	NP_012740.1	XP_009850123.1
OG0002088	NP_593828.2	NP_014040.1	XP_009850519.1
OG0002089	NP_593830.1	NP_012394.1	XP_009850554.1
OG0002090	NP_593832.1	NP_014624.1	XP_009847721.1
OG0002091	NP_593833.1	NP_015314.1	XP_009856360.1
OG0002092	NP_593834.1	NP_009973.1	XP_009857367.1
OG0002093	NP_593837.1	NP_010164.1	XP_009856994.1
OG0002094	NP_593839.1	NP_013958.1	XP_009852370.1
OG0002095	NP_593840.1	NP_010681.1	XP_009849187.1
OG0002096	NP_593841.1	NP_014388.3	XP_009849195.1
OG0002097	NP_593848.1	NP_015361.1	XP_009856535.1
OG0002098	NP_593853.1	NP_009471.1	XP_009849193.1
OG0002099	NP_593855.1	NP_015374.1	XP_009856489.1
OG0002100	NP_593861.1	NP_012035.1	XP_009850520.1
OG0002101	NP_593863.1	NP_015012.3	XP_009851053.1
OG0002102	NP_593866.2	NP_014434.1	XP_009848724.1
OG0002103	NP_593867.1	NP_010750.1	XP_009849786.1
OG0002104	NP_593868.1	NP_011956.1	XP_009851174.1
OG0002105	NP_593869.1	NP_013122.1	XP_009851241.1
OG0002106	NP_593871.3	NP_012924.2	XP_009851204.1
OG0002107	NP_593873.1	NP_009811.3	XP_009856708.1
OG0002108	NP_593876.1	NP_010876.2	XP_009850734.1
OG0002109	NP_593877.1	NP_009517.1	XP_009852669.1
OG0002110	NP_593881.1	NP_011317.2	XP_009849451.1
OG0002111	NP_593886.1	NP_012994.1	XP_009853679.1
OG0002112	NP_593887.1	NP_014008.1	XP_009850377.1
OG0002113	NP_593888.1	NP_015266.1	XP_009847740.1
OG0002114	NP_593891.1	NP_012843.1	XP_009856467.1
OG0002115	NP_593894.1	NP_011733.3	XP_009856516.1
OG0002116	NP_593896.1	NP_014451.1	XP_009856746.1
OG0002117	NP_593898.1	NP_014746.2	XP_009855986.1
OG0002118	NP_593899.1	NP_013185.1	XP_009857057.1
OG0002119	NP_593900.1	NP_010349.3	XP_009857049.1
OG0002120	NP_593901.1	NP_013771.1	XP_009856218.1
OG0002121	NP_593903.1	NP_014433.1	XP_009857066.1
OG0002122	NP_593905.1	NP_012498.1	XP_009856236.1
OG0002123	NP_593906.1	NP_116583.2	XP_009856533.1
OG0002124	NP_593913.1	NP_011723.1	XP_009849299.1
OG0002125	NP_593917.1	NP_011475.1	XP_009848202.1
OG0002126	NP_593920.1	NP_009540.2	XP_009847577.1
OG0002127	NP_593929.1	NP_010758.3	XP_009848646.1
OG0002128	NP_593931.1	NP_011918.1	XP_009847832.1
OG0002129	NP_593935.1	NP_009679.2	XP_009851175.1
OG0002130	NP_593938.1	NP_014010.1	XP_009848309.1
OG0002131	NP_593940.1	NP_012245.1	XP_009850933.1
OG0002132	NP_593941.1	NP_012244.3	XP_009850932.1
OG0002133	NP_593947.1	NP_011746.3, NP_012022.1	
OG0002134	NP_593948.1	NP_011416.3	XP_009847681.1
OG0002135	NP_593949.1	NP_012779.1	XP_009847682.1
OG0002136	NP_593955.1	NP_011267.1	XP_009856001.1
OG0002137	NP_593966.1	NP_013493.2	XP_009851245.1
OG0002138	NP_593971.1	NP_010883.3	XP_009849013.1
OG0002139	NP_593979.1	NP_011359.1	XP_009855943.1
OG0002140	NP_593980.1		XP_009852090.1, XP_009853969.1
OG0002141	NP_594001.2	NP_014964.1	XP_009847666.1
OG0002142	NP_594004.1	NP_012172.1	XP_009856977.1
OG0002143	NP_594005.1	NP_012414.1	XP_009857088.1
OG0002144	NP_594008.1	NP_014921.1	XP_009853378.1
OG0002145	NP_594012.2	NP_010288.1	XP_009847377.1
OG0002146	NP_594015.1	NP_010302.1	XP_009856553.1
OG0002147	NP_594017.1	NP_015509.1	XP_009849097.1
OG0002148	NP_594026.1	NP_012836.1	XP_009853584.1
OG0002149	NP_594027.1	NP_014441.1	XP_009853586.1
OG0002150	NP_594036.1	NP_013440.1	XP_009853362.1
OG0002151	NP_594042.1	NP_013753.1	XP_009848436.1
OG0002152	NP_594056.1	NP_011628.4	XP_009852974.1
OG0002153	NP_594060.2	NP_009943.2	XP_009853772.1
OG0002154	NP_594062.2	NP_014932.1	XP_009853227.1
OG0002155	NP_594063.3	NP_012304.1	XP_009850474.1
OG0002156	NP_594068.1	NP_015158.1	XP_009855446.1
OG0002157	NP_594069.2	NP_014156.2	XP_009855443.1
OG0002158	NP_594071.1	NP_013989.2	XP_009850067.1
OG0002159	NP_594072.2	NP_010543.1	XP_009847396.1
OG0002160	NP_594073.1	NP_013634.1	XP_009850681.1
OG0002161	NP_594076.1	NP_014177.1	XP_009856342.1
OG0002162	NP_594077.1	NP_013417.3	XP_009856340.1
OG0002163	NP_594078.1	NP_116631.1	XP_009854738.1
OG0002164	NP_594081.1	NP_012540.3	XP_009849410.1
OG0002165	NP_594082.1	NP_011711.3	XP_009855687.1
OG0002166	NP_594084.1	NP_009519.1	XP_009849334.1
OG0002167	NP_594085.1	NP_010554.1	XP_009850899.1
OG0002168	NP_594086.1	NP_013277.1	XP_009847827.1
OG0002169	NP_594087.3	NP_013152.1	XP_009850901.1
OG0002170	NP_594090.1	NP_014568.1	XP_009852556.1
OG0002171	NP_594095.1	NP_014214.1	XP_009849699.1
OG0002172	NP_594096.1	NP_012531.1	XP_009857205.1
OG0002173	NP_594097.1	NP_014699.1	XP_009848571.1
OG0002174	NP_594100.1	NP_011625.3	XP_009849478.1
OG0002175	NP_594101.1	NP_014045.1	XP_009847818.1
OG0002176	NP_594104.1	NP_013844.2	XP_009847243.1
OG0002177	NP_594106.1	NP_011488.1	XP_009847084.1
OG0002178	NP_594111.1	NP_012524.3	XP_009853222.1
OG0002179	NP_594112.2	NP_014193.1	XP_009853604.1
OG0002180	NP_594116.1	NP_012912.1	XP_009855481.1
OG0002181	NP_594117.2	NP_116665.1	XP_009855480.1
OG0002182	NP_594121.1	NP_013434.1	XP_009855136.1
OG0002183	NP_594128.1	NP_015461.1	XP_009851876.1
OG0002184	NP_594129.1	NP_015516.1	XP_009852653.1
OG0002185	NP_594134.1		XP_009847998.1, XP_009851723.1
OG0002186	NP_594136.1	NP_012523.2	XP_009851624.1
OG0002187	NP_594141.1	NP_116699.3	XP_009856802.1
OG0002188	NP_594143.1	NP_015463.1	XP_009847288.1
OG0002189	NP_594148.1	NP_011309.1	XP_009856784.1
OG0002190	NP_594149.1	NP_009976.1	XP_009855646.1
OG0002191	NP_594151.1	NP_010946.3	XP_009856786.1
OG0002192	NP_594155.1	NP_014691.1	XP_009852042.1
OG0002193	NP_594157.1	NP_001027534.1	XP_009853260.1
OG0002194	NP_594158.1	NP_012494.3	XP_009857244.1
OG0002195	NP_594159.1	NP_014003.1	XP_009857036.1
OG0002196	NP_594160.2	NP_010753.1	XP_009855046.1
OG0002197	NP_594165.1	NP_013219.1	XP_009855367.1
OG0002198	NP_594169.1	NP_009503.1	XP_009852069.1
OG0002199	NP_594170.1	NP_011005.1	XP_009851929.1
OG0002200	NP_594183.2	NP_013559.1	XP_009851228.1
OG0002201	NP_594186.1	NP_014297.3	XP_009850552.1
OG0002202	NP_594202.2	NP_010622.1	XP_009853385.1
OG0002203	NP_594208.1	NP_014767.3	XP_009853481.1
OG0002204	NP_594209.1	NP_009849.1	XP_009854753.1
OG0002205	NP_594211.1	NP_014865.1	XP_009853848.1
OG0002206	NP_594213.1	NP_009546.1	XP_009856997.1
OG0002207	NP_594214.1	NP_011505.1	XP_009856627.1
OG0002208	NP_594215.1	NP_116637.1	XP_009856894.1
OG0002209	NP_594216.1	NP_015385.1	XP_009849306.1
OG0002210	NP_594218.1	NP_014601.1	XP_009856101.1
OG0002211	NP_594219.2	NP_014913.3	XP_009852560.1
OG0002212	NP_594222.2	NP_012647.1	XP_009854121.1
OG0002213	NP_594223.2	NP_010597.3	XP_009852369.1
OG0002214	NP_594226.1	NP_011853.1	XP_009854604.1
OG0002215	NP_594227.1	NP_009820.1	XP_009848125.1
OG0002216	NP_594229.1	NP_015411.1	XP_009848795.1
OG0002217	NP_594233.1	NP_013451.1	XP_009855384.1
OG0002218	NP_594236.1	NP_012650.1	XP_009856996.1
OG0002219	NP_594237.1	NP_013552.3	XP_009852497.1
OG0002220	NP_594240.1	NP_009399.2	XP_009856738.1
OG0002221	NP_594256.1	NP_015231.2	XP_009848793.1
OG0002222	NP_594261.1	NP_010199.1	XP_009855162.1
OG0002223	NP_594262.2	NP_014914.1	XP_009851005.1
OG0002224	NP_594268.1	NP_014849.3	XP_009854899.1
OG0002225	NP_594270.1	NP_010183.1	XP_009847814.1
OG0002226	NP_594271.1	NP_013125.1	XP_009848000.1
OG0002227	NP_594276.1	NP_010062.1	XP_009854574.1
OG0002228	NP_594282.2	NP_011295.1	XP_009853234.1
OG0002229	NP_594285.1	NP_010497.3	XP_009853351.1
OG0002230	NP_594286.1	NP_015128.1	XP_009853379.1
OG0002231	NP_594289.1	NP_010429.1	XP_009853536.1
OG0002232	NP_594291.1	NP_011727.3	XP_009851896.1
OG0002233	NP_594292.1	NP_014199.1	XP_009855003.1
OG0002234	NP_594293.2	NP_010744.3	XP_009851222.1
OG0002235	NP_594300.1	NP_014755.1	XP_009847598.1
OG0002236	NP_594301.1, NP_595378.1		XP_009852218.1
OG0002237	NP_594302.2	NP_013423.1	XP_009851601.1
OG0002238	NP_594307.1	NP_011876.1	XP_009852199.1
OG0002239	NP_594309.1	NP_011877.1	XP_009847545.1
OG0002240	NP_594311.2, NP_596848.1		XP_009849215.1
OG0002241	NP_594312.1	NP_013944.1	XP_009853442.1
OG0002242	NP_594313.1	NP_014120.1	XP_009851750.1
OG0002243	NP_594321.1	NP_013346.1	XP_009856047.1
OG0002244	NP_594325.1	NP_116609.1	XP_009855527.1
OG0002245	NP_594328.1	NP_012867.1	XP_009850622.1
OG0002246	NP_594333.1	NP_014827.3	XP_009847746.1
OG0002247	NP_594335.2	NP_010722.3	XP_009853300.1
OG0002248	NP_594340.1	NP_012541.1	XP_009853317.1
OG0002249	NP_594345.1	NP_012729.1	XP_009854818.1
OG0002250	NP_594346.1	NP_009362.1	XP_009853261.1
OG0002251	NP_594351.3	NP_009356.1	XP_009856104.1
OG0002252	NP_594352.1	NP_012138.1	XP_009855842.1
OG0002253	NP_594355.1	NP_012156.1	XP_009855833.1
OG0002254	NP_594356.1	NP_013747.1	XP_009850003.1
OG0002255	NP_594359.2		XP_009847698.1, XP_009853786.1
OG0002256	NP_594366.1	NP_012631.3	XP_009857247.1
OG0002257	NP_594368.1	NP_010712.1	XP_009856673.1
OG0002258	NP_594369.1	NP_013007.1	XP_009857353.1
OG0002259	NP_594370.1	NP_012739.1	XP_009849860.1
OG0002260	NP_594371.2	NP_015136.1	XP_009848608.1
OG0002261	NP_594372.1	NP_011769.1	XP_009850081.1
OG0002262	NP_594374.1	NP_010346.3	XP_009850150.1
OG0002263	NP_594375.1	NP_010424.3	XP_009857077.1
OG0002264	NP_594382.1	NP_014151.1	XP_009850644.1
OG0002265	NP_594385.1	NP_009573.1	XP_009847360.1
OG0002266	NP_594388.1	NP_010518.1	XP_009850694.1
OG0002267	NP_594389.1	NP_010310.1	XP_009847319.1
OG0002268	NP_594390.1	NP_012071.1	XP_009849499.1
OG0002269	NP_594406.1	NP_012539.1	XP_009848277.1
OG0002270	NP_594407.1	NP_011687.1	XP_009848281.1
OG0002271	NP_594414.1	NP_013663.1	XP_009851166.1
OG0002272	NP_594419.1	NP_012298.1	XP_009854578.1
OG0002273	NP_594420.1	NP_009850.1	XP_009854754.1
OG0002274	NP_594423.1	NP_013999.1	XP_009852587.1
OG0002275	NP_594429.1	NP_010494.1	XP_009853467.1
OG0002276	NP_594432.1	NP_012225.1	XP_009856965.1
OG0002277	NP_594434.1	NP_012074.3	XP_009855296.1
OG0002278	NP_594439.1		XP_009854891.1, XP_009856227.1
OG0002279	NP_594442.1	NP_013161.1	XP_009854872.1
OG0002280	NP_594443.1	NP_011980.1	XP_009857091.1
OG0002281	NP_594445.1	NP_010351.1, NP_011066.3	
OG0002282	NP_594446.1	NP_012514.2	XP_009849967.1
OG0002283	NP_594448.2	NP_010577.3	XP_009849453.1
OG0002284	NP_594449.2	NP_014181.1	XP_009851840.1
OG0002285	NP_594450.1	NP_013605.1	XP_009856044.1
OG0002286	NP_594451.2	NP_012247.3	XP_009852118.1
OG0002287	NP_594459.2	NP_116617.1	XP_009849501.1
OG0002288	NP_594460.1	NP_010655.1	XP_009850138.1
OG0002289	NP_594464.1	NP_013304.1	XP_009851165.1
OG0002290	NP_594465.1	NP_116655.1	XP_009852160.1
OG0002291	NP_594466.2	NP_011875.1	XP_009852673.1
OG0002292	NP_594467.1	NP_013682.1	XP_009853325.1
OG0002293	NP_594468.2	NP_015414.2	XP_009852194.1
OG0002294	NP_594475.1	NP_011465.3	XP_009855381.1
OG0002295	NP_594476.1	NP_014178.1	XP_009855551.1
OG0002296	NP_594477.1	NP_012822.1	XP_009857131.1
OG0002297	NP_594483.1	NP_009883.1	XP_009851808.1
OG0002298	NP_594484.1	NP_011083.3	XP_009854570.1
OG0002299	NP_594486.1	NP_009871.2	XP_009847572.1
OG0002300	NP_594487.2	NP_011631.1	XP_009847378.1
OG0002301	NP_594491.1	NP_010993.1	XP_009852626.1
OG0002302	NP_594493.1	NP_011072.1	XP_009852592.1
OG0002303	NP_594495.1	NP_012295.1	XP_009852193.1
OG0002304	NP_594501.1	NP_012408.1	XP_009853150.1
OG0002305	NP_594503.1	NP_011597.1	XP_009847776.1
OG0002306	NP_594504.1	NP_012656.1	XP_009850210.1
OG0002307	NP_594506.1	NP_013377.1	XP_009848265.1
OG0002308	NP_594509.3	NP_014376.3	XP_009851081.1
OG0002309	NP_594512.1	NP_116608.1	XP_009856789.1
OG0002310	NP_594514.2	NP_014788.1	XP_009849104.1
OG0002311	NP_594515.2	NP_014539.1	XP_009850763.1
OG0002312	NP_594518.1	NP_010617.1	XP_009855640.1
OG0002313	NP_594525.1	NP_010975.3	XP_009856423.1
OG0002314	NP_594528.1	NP_015006.3	XP_009853551.1
OG0002315	NP_594531.1	NP_012633.1	XP_009849446.1
OG0002316	NP_594532.1	NP_014572.1	XP_009849207.1
OG0002317	NP_594536.1	NP_012532.3	XP_009856749.1
OG0002318	NP_594538.2	NP_014015.1	XP_009857053.1
OG0002319	NP_594540.1	NP_012602.3	XP_009856598.1
OG0002320	NP_594544.1	NP_014800.3	XP_009857363.1
OG0002321	NP_594550.1	NP_014102.1	XP_009853900.1
OG0002322	NP_594553.1	NP_009448.1	XP_009856557.1
OG0002323	NP_594556.1	NP_012812.1	XP_009850958.1
OG0002324	NP_594560.1	NP_010761.3	XP_009852037.1
OG0002325	NP_594564.1	NP_014152.1	XP_009854185.1
OG0002326	NP_594566.1	NP_011075.3	XP_009854085.1
OG0002327	NP_594568.1	NP_014308.1	XP_009849789.1
OG0002328	NP_594570.1	NP_010720.3	XP_009853981.1
OG0002329	NP_594571.1	NP_013524.1	XP_009847571.1
OG0002330	NP_594572.1	NP_013505.4	XP_009856664.1
OG0002331	NP_594573.1	NP_013507.1	XP_009856661.1
OG0002332	NP_594576.1	NP_011506.1	XP_009849649.1
OG0002333	NP_594577.1	NP_010211.1	XP_009856686.1
OG0002334	NP_594579.1	NP_009982.1	XP_009852525.1
OG0002335	NP_594586.1	NP_012805.1	XP_009852169.1
OG0002336	NP_594587.1	NP_012883.1	XP_009852168.1
OG0002337	NP_594592.1	NP_010218.2	XP_009847583.1
OG0002338	NP_594593.1	NP_012276.1	XP_009847230.1
OG0002339	NP_594597.1	NP_011697.3	XP_009850750.1
OG0002340	NP_594598.2	NP_012327.1	XP_009850818.1
OG0002341	NP_594599.1	NP_014710.1	XP_009850943.1
OG0002342	NP_594600.1	NP_014372.1	XP_009854231.1
OG0002343	NP_594605.1	NP_010231.1	XP_009850948.1
OG0002344	NP_594612.1	NP_015329.1	XP_009849732.1
OG0002345	NP_594615.1, NP_594617.1, NP_595513.1		
OG0002346	NP_594620.1	NP_014496.2	XP_009850882.1
OG0002347	NP_594623.1	NP_009685.3	XP_009851903.1
OG0002348	NP_594626.1	NP_011424.3	XP_009850018.1
OG0002349	NP_594628.1	NP_012070.3	XP_009854902.1
OG0002350	NP_594629.1	NP_015296.1	XP_009849447.1
OG0002351	NP_594633.2	NP_012915.3	XP_009854348.1
OG0002352	NP_594636.1	NP_009652.2	XP_009854059.1
OG0002353	NP_594637.1	NP_011001.1	XP_009854628.1
OG0002354	NP_594638.1	NP_014570.1	XP_009847953.1
OG0002355	NP_594639.1	NP_012918.1	XP_009853806.1
OG0002356	NP_594648.1		XP_009849283.1, XP_009853699.1
OG0002357	NP_594650.1	NP_009591.1	XP_009849417.1
OG0002358	NP_594652.1	NP_012501.1	XP_009849601.1
OG0002359	NP_594654.1	NP_012604.1	XP_009850125.1
OG0002360	NP_594656.1	NP_011410.1	XP_009848740.1
OG0002361	NP_594658.1	NP_013938.1	XP_009851272.1
OG0002362	NP_594660.1	NP_015063.1	XP_009847535.1
OG0002363	NP_594664.1	NP_014179.1	XP_009854169.1
OG0002364	NP_594665.1	NP_012737.1	XP_009848008.1
OG0002365	NP_594667.2	NP_015129.1	XP_009848498.1
OG0002366	NP_594668.1	NP_014905.1	XP_009849276.1
OG0002367	NP_594671.1	NP_012444.2	XP_009855781.1
OG0002368	NP_594673.1	NP_014738.1	XP_009848932.1
OG0002369	NP_594677.1	NP_011990.1	XP_009856715.1
OG0002370	NP_594680.1	NP_009701.3	XP_009851181.1
OG0002371	NP_594684.1	NP_014180.1	XP_009849588.1
OG0002372	NP_594685.1	NP_012732.1	XP_009852666.1
OG0002373	NP_594690.1	NP_009636.3	XP_009852492.1
OG0002374	NP_594693.1	NP_013204.1	XP_009849656.1
OG0002375	NP_594694.1	NP_010491.4	XP_009849903.1
OG0002376	NP_594696.1	NP_014841.1	XP_009850073.1
OG0002377	NP_594697.1	NP_011613.3	XP_009856762.1
OG0002378	NP_594699.1	NP_013341.1	XP_009857218.1
OG0002379	NP_594701.3	NP_012897.3	XP_009847967.1
OG0002380	NP_594703.1	NP_014563.1	XP_009851099.1
OG0002381	NP_594704.2	NP_012625.5	XP_009850934.1
OG0002382	NP_594705.1	NP_011445.1	XP_009851450.1
OG0002383	NP_594706.1	NP_010940.3	XP_009850627.1
OG0002384	NP_594714.1	NP_012369.1	XP_009847542.1
OG0002385	NP_594716.1	NP_116684.3	XP_009856205.1
OG0002386	NP_594717.1	NP_010073.2	XP_009847539.1
OG0002387	NP_594718.1	NP_012925.3	XP_009856468.1
OG0002388	NP_594729.1	NP_009512.1	XP_009856496.1
OG0002389	NP_594732.1	NP_015179.1	XP_009850143.1
OG0002390	NP_594733.2	NP_013967.1	XP_009852354.1
OG0002391	NP_594740.1	NP_015102.1	XP_009852138.1
OG0002392	NP_594741.1	NP_013050.1	XP_009852001.1
OG0002393	NP_594742.1	NP_011503.1	XP_009847294.1
OG0002394	NP_594746.1	NP_009617.3	XP_009854409.1
OG0002395	NP_594748.1	NP_013340.1	XP_009857164.1
OG0002396	NP_594749.1	NP_013727.1	XP_009854344.1
