Orthogroup	GCA_900044135.1_GZPH1RResV1_protein	GCF_000182925.2_NC12_protein	GCF_000213175.1_v2.0_protein
OG0004931	CEF84347.1	XP_959783.2	XP_009853408.1
OG0004932	CEF84349.1	XP_958445.2	XP_009852848.1
OG0004933	CEF84350.1	XP_961184.1	XP_009848249.1
OG0004934	CEF84352.1	XP_958483.1	XP_009855938.1
OG0004935	CEF84353.1	XP_958606.1	XP_009851326.1
OG0004936	CEF84354.1	XP_964955.1	XP_009855669.1
OG0004937	CEF84356.1	XP_960740.2	XP_009848363.1
OG0004938	CEF84358.1	XP_961115.1	XP_009847350.1
OG0004939	CEF84361.1	XP_961568.1	XP_009848060.1
OG0004940	CEF84364.1	XP_964840.1	XP_009857387.1
OG0004941	CEF84365.1	XP_959776.1	XP_009853416.1
OG0004942	CEF84366.1	XP_959815.1	XP_009853281.1
OG0004943	CEF84368.1	XP_959503.2	XP_009853515.1
OG0004944	CEF84369.1	XP_961918.2	XP_009850093.1
OG0004945	CEF84370.1	XP_961018.3	XP_009847275.1
OG0004946	CEF84372.1	XP_011394333.1	XP_009849592.1
OG0004947	CEF84384.1	XP_965057.1	XP_009856829.1
OG0004948	CEF84387.1	XP_959160.2	XP_009855986.1
OG0004949	CEF84389.1	XP_001728419.1	XP_009856777.1
OG0004950	CEF84394.1	XP_960866.1	XP_009847735.1
OG0004951	CEF84396.1	XP_958765.2	XP_009847787.1
OG0004952	CEF84397.1	XP_962666.1	XP_009849723.1
OG0004953	CEF84406.1	XP_961887.1	XP_009850149.1
OG0004954	CEF84408.1	XP_960582.1	XP_009847912.1
OG0004955	CEF84414.1	XP_956329.1	XP_009849688.1
OG0004956	CEF84417.1	XP_964195.1	XP_009856311.1
OG0004957	CEF84418.1	XP_963870.1	XP_009856394.1
OG0004958	CEF84425.1	XP_962073.1	XP_009850074.1
OG0004959	CEF84426.1	XP_960827.1	XP_009847995.1
OG0004960	CEF84428.1	XP_959275.1	XP_009853021.1
OG0004961	CEF84429.1	XP_956091.1	XP_009851508.1
OG0004962	CEF84434.1	XP_963950.2	XP_009856407.1
OG0004963	CEF84437.1	XP_956116.2	XP_009851510.1
OG0004964	CEF84444.1	XP_956688.3	XP_009851197.1
OG0004965	CEF84446.1	XP_956604.1	XP_009850998.1
OG0004966	CEF84449.1	XP_956349.1	XP_009854787.1
OG0004967	CEF84452.1	XP_958484.1	XP_009855939.1
OG0004968	CEF84454.1	XP_956162.1	XP_009850838.1
OG0004969	CEF84461.1	XP_959230.3	XP_009852701.1
OG0004970	CEF84463.1	XP_001728311.2	XP_009848215.1
OG0004971	CEF84474.1	XP_957891.1	XP_009854629.1
OG0004972	CEF84477.1	XP_959778.1	XP_009853414.1
OG0004973	CEF84482.1	XP_961108.1	XP_009848279.1
OG0004974	CEF84489.1	XP_962117.1	XP_009849902.1
OG0004975	CEF84493.1	XP_011394034.1	XP_009850766.1
OG0004976	CEF84494.1	XP_957363.1	XP_009850628.1
OG0004977	CEF84498.1	XP_961380.2	XP_009847991.1
OG0004978	CEF84504.1	XP_961017.1	XP_009847826.1
OG0004979	CEF84507.1	XP_960329.2	XP_009853986.1
OG0004980	CEF84508.1	XP_957361.1	XP_009850626.1
OG0004981	CEF84509.1	XP_958766.2	XP_009847786.1
OG0004982	CEF84511.1	XP_965443.3	XP_009856615.1
OG0004983	CEF84513.1	XP_956322.1	XP_009849695.1
OG0004984	CEF84514.1	XP_958266.1	XP_009851315.1
OG0004985	CEF84515.1	XP_959739.2	XP_009853649.1
OG0004986	CEF84517.1	XP_962288.2	XP_009849325.1
OG0004987	CEF84522.1	XP_961513.1	XP_009848302.1
OG0004988	CEF84526.1	XP_964040.1	XP_009857046.1
OG0004989	CEF84527.1	XP_959058.1	XP_009851343.1
OG0004990	CEF84530.1	XP_961390.2	XP_009847982.1
OG0004991	CEF84535.1	XP_958610.1	XP_009851323.1
OG0004992	CEF84536.1	XP_960286.1	XP_009853880.1
OG0004993	CEF84540.1	XP_962863.3	XP_009850769.1
OG0004994	CEF84547.1	XP_961516.3	XP_009848298.1
OG0004995	CEF84549.1	XP_959975.1	XP_009853227.1
OG0004996	CEF84551.1	XP_963100.1	XP_009850755.1
OG0004997	CEF84555.1	XP_957976.3	XP_009848571.1
OG0004998	CEF84559.1	XP_961816.2	XP_009849267.1
OG0004999	CEF84561.1	XP_959265.1	XP_009853011.1
OG0005000	CEF84565.1	XP_960724.1	XP_009847681.1
OG0005001	CEF84569.1	XP_956680.3	XP_009850947.1
OG0005002	CEF84573.1	XP_965066.1	XP_009856819.1
OG0005003	CEF84574.1	XP_962516.1	XP_009849388.1
OG0005004	CEF84575.1	XP_959190.1	XP_009848493.1
OG0005005	CEF84578.1	XP_957668.2	XP_009854394.1
OG0005006	CEF84585.1	XP_965691.2	XP_009856731.1
OG0005007	CEF84587.1	XP_961983.1	XP_009849299.1
OG0005008	CEF84591.1	XP_960733.2	XP_009848367.1
OG0005009	CEF84595.1	XP_964431.2	XP_009849293.1
OG0005010	CEF84596.1	XP_001728557.1	XP_009855342.1
OG0005011	CEF84597.1, SCB63978.1, SCB66007.1		
OG0005012	CEF84600.1	XP_961212.1	XP_009848230.1
OG0005013	CEF84603.1	XP_960161.1	XP_009854010.1
OG0005014	CEF84606.1	XP_957893.3	XP_009854627.1
OG0005015	CEF84607.1	XP_964547.1	XP_009855573.1
OG0005016	CEF84608.1	XP_958762.1	XP_009847789.1
OG0005017	CEF84609.1	XP_961538.2	XP_009847319.1
OG0005018	CEF84611.1	XP_957701.3	XP_009851007.1
OG0005019	CEF84612.1	XP_962405.2	XP_009849447.1
OG0005020	CEF84613.1	XP_960280.3	XP_009854063.1
OG0005021	CEF84614.1	XP_962636.3	XP_009849955.1
OG0005022	CEF84616.1	XP_960772.2	XP_009848023.1
OG0005023	CEF84617.1	XP_963852.1	XP_009855265.1
OG0005024	CEF84620.1	XP_957748.1	XP_009851053.1
OG0005025	CEF84621.1	XP_961543.1	XP_009847318.1
OG0005026	CEF84625.1	XP_961840.1	XP_009849975.1
OG0005027	CEF84631.1	XP_964685.1	XP_009857329.1
OG0005028	CEF84635.1	XP_959006.3	XP_009851268.1
OG0005029	CEF84642.1	XP_960331.1	XP_009853984.1
OG0005030	CEF84643.1	XP_957820.2	XP_009851119.1
OG0005031	CEF84648.1	XP_961008.1	XP_009847834.1
OG0005032	CEF84649.1	XP_957025.3	XP_009850824.1
OG0005033	CEF84653.1	XP_964355.3	XP_009855687.1
OG0005034	CEF84655.1	XP_959812.2	XP_009853285.1
OG0005035	CEF84661.1	XP_001728380.1	XP_009856370.1
OG0005036	CEF84665.1	XP_956385.1	XP_009850861.1
OG0005037	CEF84670.1	XP_964019.1	XP_009855330.1
OG0005038	CEF84674.1	XP_957342.2	XP_009850609.1
OG0005039	CEF84679.1	XP_960112.3	XP_009854195.1
OG0005040	CEF84681.1	XP_001728508.2	XP_009851149.1
OG0005041	CEF84685.1	XP_956384.1	XP_009850860.1
OG0005042	CEF84686.1	XP_960293.1	XP_009854073.1
OG0005043	CEF84691.1	XP_961696.1	XP_009848149.1
OG0005044	CEF84692.1	XP_958550.1	XP_009848619.1
OG0005045	CEF84693.1	XP_962247.1	XP_009849184.1
OG0005046	CEF84694.1	XP_962618.2	XP_009849936.1
OG0005047	CEF84698.1	XP_001728527.2	XP_009847256.1
OG0005048	CEF84701.1	XP_965767.1	XP_009857194.1
OG0005049	CEF84708.1	XP_964471.1	XP_009857234.1
OG0005050	CEF84709.1	XP_957465.1	XP_009849647.1
OG0005051	CEF84711.1	XP_001728530.2	XP_009847258.1
OG0005052	CEF84715.1	XP_960438.1	XP_009854126.1
OG0005053	CEF84719.1	XP_965084.3	XP_009856802.1
OG0005054	CEF84731.1	XP_959779.3	XP_009853413.1
OG0005055	CEF84742.1	XP_962371.1	XP_009849475.1
OG0005056	CEF84744.1	XP_957343.1	XP_009850610.1
OG0005057	CEF84747.1	XP_958466.1	XP_009847497.1
OG0005058	CEF84751.1	XP_963674.2	XP_009852309.1
OG0005059	CEF84754.1	XP_962261.1	XP_009849195.1
OG0005060	CEF84774.1	XP_960169.2	XP_009854203.1
OG0005061	CEF84779.1	XP_958816.3	XP_009854591.1
OG0005062	CEF84790.1	XP_961494.1	XP_009848315.1
OG0005063	CEF84792.1	XP_955963.1	XP_009847259.1
OG0005064	CEF84795.1	XP_958330.2	XP_009855894.1
OG0005065	CEF84797.1	XP_964682.1	XP_009857332.1
OG0005066	CEF84803.1	XP_957259.1	XP_009851141.1
OG0005067	CEF84805.1	XP_011394469.1, XP_011394470.1	
OG0005068	CEF84806.1	XP_956374.1	XP_009850849.1
OG0005069	CEF84808.1	XP_960995.1	XP_009847843.1
OG0005070	CEF84813.1	XP_962004.1	XP_009850135.1
OG0005071	CEF84818.1	XP_962916.2	XP_009850704.1
OG0005072	CEF84820.1	XP_958441.1	XP_009852856.1
OG0005073	CEF84828.1	XP_958035.1	XP_009852896.1
OG0005074	CEF84830.1	XP_961502.1	XP_009848311.1
OG0005075	CEF84837.1	XP_958151.2	XP_009851305.1
OG0005076	CEF84838.1	XP_964583.3	XP_009856277.1
OG0005077	CEF84843.1	XP_964467.1	XP_009857230.1
OG0005078	CEF84847.1	XP_961976.1	XP_009849305.1
OG0005079	CEF84851.1	XP_962293.1	XP_009849321.1
OG0005080	CEF84857.1	XP_962241.3	XP_009849420.1
OG0005081	CEF84858.1	XP_960377.1	XP_009854057.1
OG0005082	CEF84861.1	XP_961372.1	XP_009848375.1
OG0005083	CEF84864.1	XP_962944.1	XP_009850511.1
OG0005084	CEF84869.1	XP_001728044.1	XP_009850002.1
OG0005085	CEF84870.1	XP_956153.3	XP_009850829.1
OG0005086	CEF84874.1, CEF85093.1, SCB65899.1		
OG0005087	CEF84875.1	XP_965316.1	XP_009856238.1
OG0005088	CEF84878.1	XP_957320.1	XP_009850590.1
OG0005089	CEF84881.1	XP_001728186.2	XP_009856021.1
OG0005090	CEF84882.1	XP_959548.1	XP_009853249.1
OG0005091	CEF84886.1	XP_960774.1	XP_009848020.1
OG0005092	CEF84887.1	XP_959021.1	XP_009851286.1
OG0005093	CEF84889.1	XP_965287.2	XP_009856267.1
OG0005094	CEF84890.1	XP_961385.1	XP_009847986.1
OG0005095	CEF84893.1	XP_958526.1	XP_009847396.1
OG0005096	CEF84895.1	XP_957567.3	XP_009854508.1
OG0005097	CEF84904.1	XP_961819.3	XP_009849270.1
OG0005098	CEF84907.1	XP_011393858.1	XP_009850252.1
OG0005099	CEF84912.1	XP_961312.2	XP_009847688.1
OG0005100	CEF84916.1	XP_962035.2	XP_009850019.1
OG0005101	CEF84917.1	XP_957334.3	XP_009850602.1
OG0005102	CEF84919.1	XP_960980.2	XP_009848669.1
OG0005103	CEF84920.1	XP_955994.2	XP_009847029.1
OG0005104	CEF84923.1	XP_957258.2	XP_009851140.1
OG0005105	CEF84935.1	XP_962485.2	XP_009849842.1
OG0005106	CEF84937.1	XP_956795.1	XP_009851241.1
OG0005107	CEF84938.1	XP_956851.1	XP_009852506.1
OG0005108	CEF84947.1	XP_956066.1	XP_009854753.1
OG0005109	CEF84952.1	XP_961103.2	XP_009848285.1
OG0005110	CEF84954.1	XP_959440.1	XP_009853332.1
OG0005111	CEF84956.1	XP_959313.1	XP_009850245.1
OG0005112	CEF84972.1	XP_961742.1	XP_009849211.1
OG0005113	CEF84991.1	XP_965702.2	XP_009856718.1
OG0005114	CEF84995.1	XP_964876.1	XP_009855384.1
OG0005115	CEF84996.1	XP_962298.1	XP_009849316.1
OG0005116	CEF84997.1	XP_964591.1	XP_009855328.1
OG0005117	CEF85001.1	XP_958891.1	XP_009856114.1
OG0005118	CEF85005.1	XP_964329.3	XP_009855434.1
OG0005119	CEF85011.1	XP_957250.1	XP_009850912.1
OG0005120	CEF85013.1	XP_957659.1	XP_009854403.1
OG0005121	CEF85018.1	XP_957530.2	XP_009853858.1
OG0005122	CEF85019.1	XP_960734.2	XP_009848366.1
OG0005123	CEF85022.1	XP_963099.1	XP_009850754.1
OG0005124	CEF85033.1	XP_959797.3	XP_009853396.1
OG0005125	CEF85038.1	XP_957879.3	XP_009851333.1
OG0005126	CEF85040.1	XP_960739.1	XP_009848364.1
OG0005127	CEF85048.1	XP_011393998.1, XP_011393999.1	
OG0005128	CEF85050.1	XP_963978.2	XP_009856643.1
OG0005129	CEF85051.1	XP_956440.1	XP_009854766.1
OG0005130	CEF85055.1	XP_965223.2	XP_009855028.1
OG0005131	CEF85057.1	XP_962037.2	XP_009850017.1
OG0005132	CEF85065.1	XP_957679.2	XP_009853801.1
OG0005133	CEF85066.1	XP_960372.1	XP_009854858.1
OG0005134	CEF85075.1	XP_960004.2	XP_009853206.1
OG0005135	CEF85077.1	XP_958208.1	XP_009850048.1
OG0005136	CEF85080.1	XP_957301.2	XP_009851187.1
OG0005137	CEF85082.1	XP_962114.2	XP_009849905.1
OG0005138	CEF85085.1	XP_965718.1	XP_009856699.1
OG0005139	CEF85088.1	XP_961993.3	XP_009848855.1
OG0005140	CEF85089.1	XP_962856.1	XP_009850759.1
OG0005141	CEF85090.1	XP_957655.1	XP_009854409.1
OG0005142	CEF85091.1	XP_957698.1	XP_009851005.1
OG0005143	CEF85096.1	XP_957309.1	XP_009850582.1
OG0005144	CEF85097.1	XP_965055.1	XP_009855059.1
OG0005145	CEF85103.1	XP_957682.1	XP_009854383.1
OG0005146	CEF85104.1	XP_961110.1	XP_009848277.1
OG0005147	CEF85108.1	XP_962250.1	XP_009849186.1
OG0005148	CEF85111.1	XP_956191.2	XP_009850922.1
OG0005149	CEF85115.1	XP_963034.2	XP_009851451.1
OG0005150	CEF85120.1	XP_964079.2	XP_009857096.1
OG0005151	CEF85123.1	XP_957337.1	XP_009850604.1
OG0005152	CEF85126.1	XP_955825.2	XP_009849681.1
OG0005153	CEF85128.1	XP_956166.2	XP_009851245.1
OG0005154	CEF85130.1	XP_964430.2	XP_009849294.1
OG0005155	CEF85131.1	XP_960598.2	XP_009847337.1
OG0005156	CEF85134.1	XP_960208.1	XP_009854181.1
OG0005157	CEF85136.1	XP_963973.1	XP_009856647.1
OG0005158	CEF85137.1	XP_957281.3	XP_009851165.1
OG0005159	CEF85138.1	XP_964459.1	XP_009857249.1
OG0005160	CEF85141.1	XP_963785.3	XP_009857242.1
OG0005161	CEF85145.1	XP_957026.3	XP_009849584.1
OG0005162	CEF85150.1	XP_961558.1	XP_009848068.1
OG0005163	CEF85152.1	XP_959795.1	XP_009853398.1
OG0005164	CEF85159.1	XP_956156.1	XP_009850831.1
OG0005165	CEF85160.1	XP_964945.1	XP_009855658.1
OG0005166	CEF85165.1	XP_957329.1	XP_009850598.1
OG0005167	CEF85166.1	XP_960596.1	XP_009847338.1
OG0005168	CEF85168.1	XP_963084.3	XP_009850740.1
OG0005169	CEF85169.1	XP_958771.1	XP_009847783.1
OG0005170	CEF85173.1	XP_957251.3	XP_009850914.1
OG0005171	CEF85177.1	XP_001728058.1	XP_009854999.1
OG0005172	CEF85178.1	XP_959813.1	XP_009853283.1
OG0005173	CEF85187.1	XP_957967.2	XP_009850209.1
OG0005174	CEF85188.1	XP_965199.1	XP_009854906.1
OG0005175	CEF85190.1	XP_957543.2	XP_009854527.1
OG0005176	CEF85191.1	XP_959978.2	XP_009853224.1
OG0005177	CEF85199.1	XP_962259.1	XP_009849193.1
OG0005178	CEF85201.1	XP_959721.3	XP_009853371.1
OG0005179	CEF85203.1	XP_961147.1	XP_009847243.1
OG0005180	CEF85205.1	XP_964047.1	XP_009857053.1
OG0005181	CEF85206.1	XP_963276.3	XP_009851791.1
OG0005182	CEF85207.1	XP_959163.2	XP_009855983.1
OG0005183	CEF85208.1	XP_961493.3	XP_009848316.1
OG0005184	CEF85209.1	XP_958574.1	XP_009854644.1
OG0005185	CEF85211.1	XP_962634.1	XP_009849953.1
OG0005186	CEF85212.1	XP_965056.2	XP_009855058.1
OG0005187	CEF85221.1	XP_957136.1	XP_009850658.1
OG0005188	CEF85222.1	XP_960244.1	XP_009854032.1
OG0005189	CEF85223.1	XP_962296.3	XP_009849318.1
OG0005190	CEF85227.1	XP_964444.1	XP_009849279.1
OG0005191	CEF85235.1	XP_960859.1	XP_009847741.1
OG0005192	CEF85237.1	XP_957131.1	XP_009850652.1
OG0005193	CEF85243.1	XP_961105.2	XP_009848282.1
OG0005194	CEF85245.1	XP_957750.1	XP_009850271.1
OG0005195	CEF85253.1	XP_962387.2	XP_009849462.1
OG0005196	CEF85258.1	XP_961140.1	XP_009847668.1
OG0005197	CEF85261.1	XP_961571.2	XP_009848057.1
OG0005198	CEF85262.1	XP_957955.2	XP_009854631.1
OG0005199	CEF85264.1	XP_962009.1	XP_009850132.1
OG0005200	CEF85265.1	XP_961009.1	XP_009847833.1
OG0005201	CEF85270.1	XP_957735.1	XP_009851042.1
OG0005202	CEF85271.1	XP_959623.1	XP_009853300.1
OG0005203	CEF85272.1	XP_961820.1	XP_009849271.1
OG0005204	CEF85276.1	XP_959471.1	XP_009853423.1
OG0005205	CEF85285.1	XP_957456.1	XP_009849655.1
OG0005206	CEF85296.1	XP_961211.1	XP_009847341.1
OG0005207	CEF85300.1	XP_965742.3	XP_009857169.1
OG0005208	CEF85302.1	XP_959198.1	XP_009848501.1
OG0005209	CEF85310.1	XP_957779.1	XP_009851081.1
OG0005210	CEF85314.1	XP_958607.2	XP_009851325.1
OG0005211	CEF85316.1	XP_960990.1	XP_009847408.1
OG0005212	CEF85320.1	XP_957208.2	XP_009850871.1
OG0005213	CEF85321.1	XP_957830.1	XP_009851127.1
OG0005214	CEF85322.1, CEF85820.1, SCB64446.1		
OG0005215	CEF85324.1	XP_965625.3	XP_009856968.1
OG0005216	CEF85326.1	XP_959427.1	XP_009853256.1
OG0005217	CEF85327.1	XP_957323.2	XP_009850593.1
OG0005218	CEF85332.1	XP_957244.1	XP_009850905.1
OG0005219	CEF85334.1	XP_958640.1	XP_009854610.1
OG0005220	CEF85335.1	XP_959439.3	XP_009853333.1
OG0005221	CEF85341.1	XP_965701.2	XP_009856719.1
OG0005222	CEF85344.1	XP_959781.1	XP_009853410.1
OG0005223	CEF85345.1	XP_965286.1	XP_009856268.1
OG0005224	CEF85350.1	XP_956086.2	XP_009854358.1
OG0005225	CEF85351.1	XP_961185.2	XP_009847346.1
OG0005226	CEF85352.1	XP_961387.1	XP_009847299.1
OG0005227	CEF85355.1	XP_957881.1	XP_009853422.1
OG0005228	CEF85356.1	XP_957765.1	XP_009851065.1
OG0005229	CEF85365.1	XP_965717.1	XP_009856700.1
OG0005230	CEF85367.1	XP_962019.1	XP_009849800.1
OG0005231	CEF85368.1	XP_958182.3	XP_009855946.1
OG0005232	CEF85369.1	XP_961101.1	XP_009848287.1
OG0005233	CEF85373.1	XP_957308.1	XP_009850581.1
OG0005234	CEF85377.1	XP_955842.2	XP_009847762.1
OG0005235	CEF85378.1	XP_962119.1	XP_009849900.1
OG0005236	CEF85379.1	XP_962284.3	XP_009849329.1
OG0005237	CEF85383.1	XP_960997.2	XP_009847841.1
OG0005238	CEF85385.1	XP_962076.1	XP_009850072.1
OG0005239	CEF85389.1	XP_960655.1	XP_009847304.1
OG0005240	CEF85391.1	XP_956428.1	XP_009854776.1
OG0005241	CEF85392.1	XP_959064.1	XP_009851337.1
OG0005242	CEF85395.1	XP_957531.3	XP_009854539.1
OG0005243	CEF85398.1	XP_962300.1	XP_009849314.1
OG0005244	CEF85399.1	XP_965577.1	XP_009856920.1
OG0005245	CEF85405.1	XP_959060.1	XP_009851341.1
OG0005246	CEF85410.1	XP_957211.1	XP_009850875.1
OG0005247	CEF85411.1	XP_960996.2	XP_009847842.1
OG0005248	CEF85412.1	XP_958594.1	XP_009852888.1
OG0005249	CEF85413.1	XP_962667.2	XP_009849724.1
OG0005250	CEF85417.1	XP_962075.1	XP_009850073.1
OG0005251	CEF85421.1	XP_961311.1	XP_009847689.1
OG0005252	CEF85424.1	XP_956756.1	XP_009847780.1
OG0005253	CEF85425.1	XP_957219.1	XP_009850882.1
OG0005254	CEF85426.1	XP_957950.1	XP_009849004.1
OG0005255	CEF85428.1	XP_965201.1	XP_009855003.1
OG0005256	CEF85433.1	XP_957980.1	XP_009852969.1
OG0005257	CEF85436.1	XP_959195.2	XP_009848498.1
OG0005258	CEF85439.1	XP_964043.1	XP_009857049.1
OG0005259	CEF85444.1	XP_957229.2	XP_009850891.1
OG0005260	CEF85446.1, CEF87371.1, CEF88188.1		
OG0005261	CEF85449.1	XP_962301.3	XP_009849313.1
OG0005262	CEF85451.1	XP_963949.1	XP_009856406.1
OG0005263	CEF85454.1	XP_959780.2	XP_009853411.1
OG0005264	CEF85461.1	XP_963878.1	XP_009855054.1
OG0005265	CEF85464.1	XP_961354.1	XP_009848388.1
OG0005266	CEF85467.1	XP_957807.1	XP_009851110.1
OG0005267	CEF85475.1	XP_956398.1	XP_009850955.1
OG0005268	CEF85476.1	XP_962018.1	XP_009849801.1
OG0005269	CEF85477.1	XP_001728521.2	XP_009852850.1
OG0005270	CEF85478.1	XP_957019.3	XP_009850820.1
OG0005271	CEF85480.1	XP_961695.1	XP_009847332.1
OG0005272	CEF85484.1	XP_960003.2	XP_009853207.1
OG0005273	CEF85486.1	XP_959225.1	XP_009852974.1
OG0005274	CEF85489.1	XP_957828.3	XP_009851125.1
OG0005275	CEF85494.1	XP_962202.1	XP_009850170.1
OG0005276	CEF85495.1	XP_962633.1	XP_009849952.1
OG0005277	CEF85497.1	XP_959606.1	XP_009853341.1
OG0005278	CEF85498.1	XP_962404.1	XP_009849448.1
OG0005279	CEF85499.1	XP_957709.1	XP_009851017.1
OG0005280	CEF85508.1	XP_958424.3	XP_009855966.1
OG0005281	CEF85510.1	XP_957359.3	XP_009850624.1
OG0005282	CEF85511.1	XP_956393.3	XP_009850869.1
OG0005283	CEF85515.1	XP_961195.2	XP_009848240.1
OG0005284	CEF85517.1	XP_963972.1	XP_009855724.1
OG0005285	CEF85519.1	XP_960650.3	XP_009848029.1
OG0005286	CEF85528.1	XP_956144.2	XP_009849664.1
OG0005287	CEF85529.1	XP_962632.1	XP_009849950.1
OG0005288	CEF85535.1	XP_961150.3	XP_009847659.1
OG0005289	CEF85538.1	XP_958834.2	XP_009848564.1
OG0005290	CEF85540.1	XP_956666.3	XP_009850935.1
OG0005291	CEF85543.1	XP_962380.1	XP_009849468.1
OG0005292	CEF85544.1	XP_957016.2	XP_009850817.1
OG0005293	CEF85545.1	XP_961050.2	XP_009848109.1
OG0005294	CEF85546.1	XP_963101.1	XP_009850756.1
OG0005295	CEF85550.1	XP_961053.1	XP_009847324.1
OG0005296	CEF85561.1	XP_959171.1	XP_009855975.1
OG0005297	CEF85563.1	XP_011393728.1, XP_011393729.1	
OG0005298	CEF85564.1	XP_965224.1	XP_009855029.1
OG0005299	CEF85565.1	XP_958751.2	XP_009853103.1
OG0005300	CEF85571.1	XP_962740.1	XP_009850675.1
OG0005301	CEF85577.1	XP_965321.2	XP_009856233.1
OG0005302	CEF85579.1	XP_011392880.1	XP_009856848.1
OG0005303	CEF85581.1	XP_960599.2	XP_009848218.1
OG0005304	CEF85586.1	XP_960620.2	XP_009848547.1
OG0005305	CEF85587.1	XP_962072.2	XP_009850075.1
OG0005306	CEF85588.1	XP_962020.2	XP_009849799.1
OG0005307	CEF85592.1	XP_958364.1	XP_009851373.1
OG0005308	CEF85594.1	XP_960249.1	XP_009854034.1
OG0005309	CEF85599.1	XP_963790.3	XP_009856388.1
OG0005310	CEF85601.1	XP_956377.2	XP_009850852.1
OG0005311	CEF85603.1	XP_001728540.2	XP_009849658.1
OG0005312	CEF85607.1	XP_961569.1	XP_009848059.1
OG0005313	CEF85610.1	XP_957729.1	XP_009851036.1
OG0005314	CEF85615.1	XP_961536.1	XP_009847320.1
OG0005315	CEF85626.1	XP_959792.1	XP_009853401.1
OG0005316	CEF85627.1	XP_001728502.1	XP_009851014.1
OG0005317	CEF85629.1	XP_964723.1	XP_009857125.1
OG0005318	CEF85631.1	XP_964875.1	XP_009855385.1
OG0005319	CEF85635.1	XP_011393727.1	XP_009850821.1
OG0005320	CEF85640.1	XP_961324.3	XP_009848408.1
OG0005321	CEF85643.1	XP_957310.3	XP_009850583.1
OG0005322	CEF85647.1	XP_964203.1	XP_009856177.1
OG0005323	CEF85648.1	XP_960597.1	XP_009848219.1
OG0005324	CEF85653.1	XP_958448.1	XP_009852845.1
OG0005325	CEF85659.1	XP_961573.1	XP_009848055.1
OG0005326	CEF85660.1	XP_001728095.2	XP_009851366.1
OG0005327	CEF85664.1	XP_961213.2	XP_009847340.1
OG0005328	CEF85673.1	XP_957529.1	XP_009854541.1
OG0005329	CEF85674.1	XP_956110.2	XP_009851519.1
OG0005330	CEF85679.1	XP_962825.2	XP_009850319.1
OG0005331	CEF85682.1	XP_957316.2	XP_009850587.1
OG0005332	CEF85684.1	XP_960375.1	XP_009854055.1
OG0005333	CEF85690.1	XP_957273.3	XP_009851156.1
OG0005334	CEF85693.1	XP_961389.1	XP_009847983.1
OG0005335	CEF85696.1	XP_959550.1	XP_009852811.1
OG0005336	CEF85701.1	XP_960719.1	XP_009847288.1
OG0005337	CEF85702.1	XP_959678.3	XP_009853581.1
OG0005338	CEF85707.1	XP_958772.1	XP_009847268.1
OG0005339	CEF85715.1	XP_961997.1	XP_009850029.1
OG0005340	CEF85716.1	XP_958595.2	XP_009852889.1
OG0005341	CEF85718.1	XP_965653.1	XP_009856772.1
OG0005342	CEF85726.1	XP_961314.3	XP_009847687.1
OG0005343	CEF85729.1	XP_957713.1	XP_009851020.1
OG0005344	CEF85731.1	XP_961357.1	XP_009848386.1
OG0005345	CEF85735.1	XP_964357.2	XP_009855689.1
OG0005346	CEF85738.1	XP_956649.1	XP_009854693.1
OG0005347	CEF85739.1	XP_962036.1	XP_009850018.1
OG0005348	CEF85740.1	XP_965708.3	XP_009855578.1
OG0005349	CEF85741.1	XP_958612.1	XP_009851321.1
OG0005350	CEF85748.1	XP_961445.1	XP_009848356.1
OG0005351	CEF85749.1	XP_961136.1	XP_009847671.1
OG0005352	CEF85756.1	XP_962487.1	XP_009849840.1
OG0005353	CEF85757.1	XP_960652.1	XP_009848027.1
OG0005354	CEF85759.1	XP_961804.1	XP_009849174.1
OG0005355	CEF85762.1	XP_957129.1	XP_009850650.1
OG0005356	CEF85765.1	XP_958694.1	XP_009848633.1
OG0005357	CEF85773.1	XP_961043.1	XP_009848113.1
OG0005358	CEF85774.1	XP_957328.2	XP_009850597.1
OG0005359	CEF85775.1	XP_956169.1	XP_009851247.1
OG0005360	CEF85778.1	XP_961572.3	XP_009848056.1
OG0005361	CEF85781.1	XP_957209.1	XP_009850872.1
OG0005362	CEF85783.1	XP_959661.2	XP_009853617.1
OG0005363	CEF85787.1	XP_961006.2	XP_009847277.1
OG0005364	CEF85791.1	XP_961863.2	XP_009850020.1
OG0005365	CEF85793.1	XP_965687.2	XP_009856735.1
OG0005366	CEF85800.1	XP_961919.3	XP_009850092.1
OG0005367	CEF85801.1	XP_957634.1	XP_009854428.1
OG0005368	CEF85802.1	XP_956775.2	XP_009851225.1
OG0005369	CEF85806.1	XP_962592.1	XP_009849480.1
OG0005370	CEF85809.1	XP_956691.1	XP_009851198.1
OG0005371	CEF85815.1	XP_962625.2	XP_009849943.1
OG0005372	CEF85816.1	XP_959964.1	XP_009853238.1
OG0005373	CEF85817.1	XP_956834.1	XP_009852492.1
OG0005374	CEF85821.1	XP_956254.2	XP_009851973.1
OG0005375	CEF85825.1	XP_962661.1	XP_009849718.1
OG0005376	CEF85827.1	XP_957772.1	XP_009851073.1
OG0005377	CEF85840.1	XP_962135.1	XP_009849884.1
OG0005378	CEF85842.1	XP_965617.1	XP_009856961.1
